,flow_cfs
2000-12-02,150.0
2000-12-03,150.0
2000-12-04,150.0
2000-12-05,150.0
2000-12-06,150.0
2000-12-07,150.0
2000-12-08,150.0
2000-12-09,150.0
2000-12-10,150.0
2000-12-11,150.0
2000-12-12,150.0
2000-12-13,150.0
2000-12-14,150.0
2000-12-15,150.0
2000-12-16,150.0
2000-12-17,150.0
2000-12-18,150.0
2000-12-19,150.0
2000-12-20,150.0
2000-12-21,150.0
2000-12-22,150.0
2000-12-23,150.0
2000-12-24,150.0
2000-12-25,150.0
2000-12-26,150.0
2000-12-27,150.0
2000-12-28,150.0
2000-12-29,150.0
2000-12-30,150.0
2000-12-31,150.0
2001-01-01,150.0
2001-01-02,150.0
2001-01-03,150.0
2001-01-04,150.0
2001-01-05,150.0
2001-01-06,150.0
2001-01-07,150.0
2001-01-08,150.0
2001-01-09,150.0
2001-01-10,150.0
2001-01-11,150.0
2001-01-12,150.0
2001-01-13,150.0
2001-01-14,150.0
2001-01-15,150.0
2001-01-16,150.0
2001-01-17,150.0
2001-01-18,150.0
2001-01-19,150.0
2001-01-20,150.0
2001-01-21,150.0
2001-01-22,150.0
2001-01-23,150.0
2001-01-24,150.0
2001-01-25,150.0
2001-01-26,150.0
2001-01-27,150.0
2001-01-28,150.0
2001-01-29,150.0
2001-01-30,150.0
2001-01-31,150.0
2001-02-01,177.0
2001-02-02,383.0
2001-02-03,1124.0
2001-02-04,912.0
2001-02-05,743.0
2001-02-06,1182.0
2001-02-07,584.0
2001-02-08,686.0
2001-02-09,1241.0
2001-02-10,1262.0
2001-02-11,1696.0
2001-02-12,779.0
2001-02-13,808.0
2001-02-14,994.0
2001-02-15,456.0
2001-02-16,517.0
2001-02-17,1193.0
2001-02-18,752.0
2001-02-19,1701.0
2001-02-20,1846.0
2001-02-21,1561.0
2001-02-22,1862.0
2001-02-23,1538.0
2001-02-24,2362.0
2001-02-25,1578.0
2001-02-26,1653.0
2001-02-27,1000.0
2001-02-28,1326.0
2001-03-01,674.0
2001-03-02,1647.0
2001-03-03,1296.0
2001-03-04,1432.0
2001-03-05,6062.0
2001-03-06,3696.0
2001-03-07,1860.0
2001-03-08,2275.0
2001-03-09,2295.0
2001-03-10,2349.0
2001-03-11,1126.0
2001-03-12,1942.0
2001-03-13,1569.0
2001-03-14,2843.0
2001-03-15,792.0
2001-03-16,1795.0
2001-03-17,1975.0
2001-03-18,2604.0
2001-03-19,3423.0
2001-03-20,3468.0
2001-03-21,4221.0
2001-03-22,3843.0
2001-03-23,3525.0
2001-03-24,3950.0
2001-03-25,5451.0
2001-03-26,4533.0
2001-03-27,4347.0
2001-03-28,5093.0
2001-03-29,5192.0
2001-03-30,5388.0
2001-03-31,5059.0
2001-04-01,5565.0
2001-04-02,4181.0
2001-04-03,3500.0
2001-04-04,2823.0
2001-04-05,2023.0
2001-04-06,2330.0
2001-04-07,2592.0
2001-04-08,2082.0
2001-04-09,1842.0
2001-04-10,1846.0
2001-04-11,1957.0
2001-04-12,2477.0
2001-04-13,1621.0
2001-04-14,2026.0
2001-04-15,2013.0
2001-04-16,2634.0
2001-04-17,3470.0
2001-04-18,4123.0
2001-04-19,4534.0
2001-04-20,5112.0
2001-04-21,4092.0
2001-04-22,4078.0
2001-04-23,3942.0
2001-04-24,5362.0
2001-04-25,6946.0
2001-04-26,7485.0
2001-04-27,8009.0
2001-04-28,7170.0
2001-04-29,5861.0
2001-04-30,7211.0
2001-05-01,8443.0
2001-05-02,8526.0
2001-05-03,4951.0
2001-05-04,4864.0
2001-05-05,5844.0
2001-05-06,7472.0
2001-05-07,8457.0
2001-05-08,9948.0
2001-05-09,10379.0
2001-05-10,9369.0
2001-05-11,9221.0
2001-05-12,9021.0
2001-05-13,7448.0
2001-05-14,7749.0
2001-05-15,6977.0
2001-05-16,8621.0
2001-05-17,8211.0
2001-05-18,7292.0
2001-05-19,7185.0
2001-05-20,6022.0
2001-05-21,7206.0
2001-05-22,6468.0
2001-05-23,6199.0
2001-05-24,6256.0
2001-05-25,5391.0
2001-05-26,4798.0
2001-05-27,4140.0
2001-05-28,3231.0
2001-05-29,3539.0
2001-05-30,3388.0
2001-05-31,3429.0
2001-06-01,3018.0
2001-06-02,2718.0
2001-06-03,1792.0
2001-06-04,1911.0
2001-06-05,1715.0
2001-06-06,1449.0
2001-06-07,1993.0
2001-06-08,1471.0
2001-06-09,1173.0
2001-06-10,870.0
2001-06-11,1339.0
2001-06-12,1400.0
2001-06-13,901.0
2001-06-14,617.0
2001-06-15,1121.0
2001-06-16,613.0
2001-06-17,821.0
2001-06-18,657.0
2001-06-19,739.0
2001-06-20,575.0
2001-06-21,787.0
2001-06-22,738.0
2001-06-23,112.0
2001-06-24,165.0
2001-06-25,662.0
2001-06-26,491.0
2001-06-27,251.0
2001-06-28,523.0
2001-06-29,432.0
2001-06-30,389.0
2001-07-01,75.0
2001-07-02,75.0
2001-07-03,75.0
2001-07-04,75.0
2001-07-05,75.0
2001-07-06,75.0
2001-07-07,75.0
2001-07-08,75.0
2001-07-09,75.0
2001-07-10,75.0
2001-07-11,75.0
2001-07-12,75.0
2001-07-13,75.0
2001-07-14,75.0
2001-07-15,75.0
2001-07-16,75.0
2001-07-17,75.0
2001-07-18,75.0
2001-07-19,75.0
2001-07-20,75.0
2001-07-21,75.0
2001-07-22,75.0
2001-07-23,75.0
2001-07-24,75.0
2001-07-25,75.0
2001-07-26,75.0
2001-07-27,75.0
2001-07-28,75.0
2001-07-29,75.0
2001-07-30,75.0
2001-07-31,75.0
2001-08-01,75.0
2001-08-02,75.0
2001-08-03,75.0
2001-08-04,75.0
2001-08-05,75.0
2001-08-06,75.0
2001-08-07,75.0
2001-08-08,75.0
2001-08-09,75.0
2001-08-10,75.0
2001-08-11,75.0
2001-08-12,75.0
2001-08-13,75.0
2001-08-14,75.0
2001-08-15,75.0
2001-08-16,75.0
2001-08-17,75.0
2001-08-18,75.0
2001-08-19,75.0
2001-08-20,75.0
2001-08-21,75.0
2001-08-22,75.0
2001-08-23,75.0
2001-08-24,75.0
2001-08-25,75.0
2001-08-26,75.0
2001-08-27,75.0
2001-08-28,75.0
2001-08-29,75.0
2001-08-30,75.0
2001-08-31,75.0
2001-09-01,75.0
2001-09-02,75.0
2001-09-03,75.0
2001-09-04,75.0
2001-09-05,75.0
2001-09-06,75.0
2001-09-07,75.0
2001-09-08,75.0
2001-09-09,75.0
2001-09-10,75.0
2001-09-11,75.0
2001-09-12,75.0
2001-09-13,75.0
2001-09-14,75.0
2001-09-15,75.0
2001-09-16,75.0
2001-09-17,75.0
2001-09-18,75.0
2001-09-19,75.0
2001-09-20,75.0
2001-09-21,75.0
2001-09-22,75.0
2001-09-23,75.0
2001-09-24,75.0
2001-09-25,75.0
2001-09-26,75.0
2001-09-27,75.0
2001-09-28,75.0
2001-09-29,75.0
2001-09-30,75.0
2001-10-01,150.0
2001-10-02,150.0
2001-10-03,150.0
2001-10-04,150.0
2001-10-05,150.0
2001-10-06,150.0
2001-10-07,150.0
2001-10-08,150.0
2001-10-09,150.0
2001-10-10,150.0
2001-10-11,150.0
2001-10-12,150.0
2001-10-13,150.0
2001-10-14,150.0
2001-10-15,150.0
2001-10-16,150.0
2001-10-17,150.0
2001-10-18,150.0
2001-10-19,150.0
2001-10-20,150.0
2001-10-21,150.0
2001-10-22,150.0
2001-10-23,150.0
2001-10-24,150.0
2001-10-25,150.0
2001-10-26,150.0
2001-10-27,150.0
2001-10-28,150.0
2001-10-29,150.0
2001-10-30,150.0
2001-10-31,150.0
2001-11-01,150.0
2001-11-02,150.0
2001-11-03,150.0
2001-11-04,150.0
2001-11-05,150.0
2001-11-06,150.0
2001-11-07,150.0
2001-11-08,150.0
2001-11-09,150.0
2001-11-10,150.0
2001-11-11,150.0
2001-11-12,150.0
2001-11-13,150.0
2001-11-14,150.0
2001-11-15,150.0
2001-11-16,150.0
2001-11-17,150.0
2001-11-18,150.0
2001-11-19,150.0
2001-11-20,150.0
2001-11-21,150.0
2001-11-22,150.0
2001-11-23,150.0
2001-11-24,150.0
2001-11-25,150.0
2001-11-26,150.0
2001-11-27,150.0
2001-11-28,150.0
2001-11-29,150.0
2001-11-30,150.0
2001-12-01,150.0
2001-12-02,150.0
2001-12-03,150.0
2001-12-04,150.0
2001-12-05,150.0
2001-12-06,150.0
2001-12-07,150.0
2001-12-08,150.0
2001-12-09,150.0
2001-12-10,150.0
2001-12-11,150.0
2001-12-12,150.0
2001-12-13,150.0
2001-12-14,150.0
2001-12-15,150.0
2001-12-16,150.0
2001-12-17,150.0
2001-12-18,150.0
2001-12-19,150.0
2001-12-20,150.0
2001-12-21,150.0
2001-12-22,150.0
2001-12-23,150.0
2001-12-24,150.0
2001-12-25,150.0
2001-12-26,150.0
2001-12-27,150.0
2001-12-28,150.0
2001-12-29,150.0
2001-12-30,150.0
2001-12-31,150.0
2002-01-01,150.0
2002-01-02,150.0
2002-01-03,150.0
2002-01-04,150.0
2002-01-05,150.0
2002-01-06,150.0
2002-01-07,150.0
2002-01-08,150.0
2002-01-09,150.0
2002-01-10,150.0
2002-01-11,150.0
2002-01-12,150.0
2002-01-13,150.0
2002-01-14,150.0
2002-01-15,150.0
2002-01-16,150.0
2002-01-17,150.0
2002-01-18,150.0
2002-01-19,150.0
2002-01-20,150.0
2002-01-21,150.0
2002-01-22,150.0
2002-01-23,150.0
2002-01-24,150.0
2002-01-25,150.0
2002-01-26,150.0
2002-01-27,150.0
2002-01-28,150.0
2002-01-29,150.0
2002-01-30,150.0
2002-01-31,150.0
2002-02-01,747.0
2002-02-02,296.0
2002-02-03,899.0
2002-02-04,714.0
2002-02-05,936.0
2002-02-06,817.0
2002-02-07,1297.0
2002-02-08,1447.0
2002-02-09,886.0
2002-02-10,940.0
2002-02-11,877.0
2002-02-12,869.0
2002-02-13,1374.0
2002-02-14,1352.0
2002-02-15,915.0
2002-02-16,1615.0
2002-02-17,1730.0
2002-02-18,1642.0
2002-02-19,1600.0
2002-02-20,2645.0
2002-02-21,2133.0
2002-02-22,1909.0
2002-02-23,2189.0
2002-02-24,2317.0
2002-02-25,1561.0
2002-02-26,2214.0
2002-02-27,1785.0
2002-02-28,2389.0
2002-03-01,1363.0
2002-03-02,1799.0
2002-03-03,1496.0
2002-03-04,1455.0
2002-03-05,1575.0
2002-03-06,2502.0
2002-03-07,4410.0
2002-03-08,2599.0
2002-03-09,2425.0
2002-03-10,1837.0
2002-03-11,1823.0
2002-03-12,2170.0
2002-03-13,1795.0
2002-03-14,1486.0
2002-03-15,1276.0
2002-03-16,1995.0
2002-03-17,1728.0
2002-03-18,922.0
2002-03-19,1488.0
2002-03-20,2177.0
2002-03-21,1707.0
2002-03-22,2282.0
2002-03-23,5097.0
2002-03-24,3903.0
2002-03-25,2345.0
2002-03-26,2818.0
2002-03-27,2276.0
2002-03-28,2616.0
2002-03-29,3157.0
2002-03-30,3755.0
2002-03-31,3923.0
2002-04-01,5046.0
2002-04-02,5206.0
2002-04-03,5384.0
2002-04-04,6978.0
2002-04-05,6521.0
2002-04-06,5727.0
2002-04-07,5613.0
2002-04-08,5739.0
2002-04-09,6129.0
2002-04-10,6048.0
2002-04-11,6062.0
2002-04-12,6537.0
2002-04-13,7136.0
2002-04-14,8093.0
2002-04-15,7921.0
2002-04-16,5445.0
2002-04-17,4116.0
2002-04-18,3187.0
2002-04-19,3362.0
2002-04-20,2471.0
2002-04-21,2658.0
2002-04-22,3172.0
2002-04-23,3547.0
2002-04-24,4323.0
2002-04-25,5018.0
2002-04-26,6243.0
2002-04-27,4515.0
2002-04-28,4127.0
2002-04-29,3170.0
2002-04-30,3397.0
2002-05-01,2813.0
2002-05-02,3012.0
2002-05-03,3653.0
2002-05-04,4529.0
2002-05-05,5837.0
2002-05-06,5928.0
2002-05-07,6678.0
2002-05-08,6922.0
2002-05-09,6200.0
2002-05-10,5553.0
2002-05-11,4301.0
2002-05-12,5236.0
2002-05-13,5041.0
2002-05-14,6380.0
2002-05-15,8263.0
2002-05-16,7760.0
2002-05-17,8814.0
2002-05-18,9528.0
2002-05-19,8892.0
2002-05-20,7580.0
2002-05-21,5858.0
2002-05-22,4753.0
2002-05-23,4341.0
2002-05-24,4350.0
2002-05-25,4914.0
2002-05-26,6243.0
2002-05-27,7231.0
2002-05-28,6545.0
2002-05-29,8037.0
2002-05-30,9362.0
2002-05-31,9698.0
2002-06-01,9140.0
2002-06-02,7079.0
2002-06-03,6131.0
2002-06-04,6227.0
2002-06-05,6295.0
2002-06-06,7374.0
2002-06-07,6258.0
2002-06-08,5276.0
2002-06-09,4138.0
2002-06-10,3444.0
2002-06-11,3776.0
2002-06-12,2948.0
2002-06-13,3899.0
2002-06-14,3519.0
2002-06-15,3228.0
2002-06-16,3265.0
2002-06-17,2958.0
2002-06-18,3399.0
2002-06-19,2572.0
2002-06-20,2955.0
2002-06-21,2566.0
2002-06-22,2435.0
2002-06-23,1718.0
2002-06-24,2024.0
2002-06-25,1504.0
2002-06-26,1755.0
2002-06-27,1236.0
2002-06-28,1457.0
2002-06-29,1517.0
2002-06-30,1102.0
2002-07-01,75.0
2002-07-02,75.0
2002-07-03,75.0
2002-07-04,75.0
2002-07-05,75.0
2002-07-06,75.0
2002-07-07,75.0
2002-07-08,75.0
2002-07-09,75.0
2002-07-10,75.0
2002-07-11,75.0
2002-07-12,75.0
2002-07-13,75.0
2002-07-14,75.0
2002-07-15,75.0
2002-07-16,75.0
2002-07-17,75.0
2002-07-18,75.0
2002-07-19,75.0
2002-07-20,75.0
2002-07-21,75.0
2002-07-22,75.0
2002-07-23,75.0
2002-07-24,75.0
2002-07-25,75.0
2002-07-26,75.0
2002-07-27,75.0
2002-07-28,75.0
2002-07-29,75.0
2002-07-30,75.0
2002-07-31,75.0
2002-08-01,75.0
2002-08-02,75.0
2002-08-03,75.0
2002-08-04,75.0
2002-08-05,75.0
2002-08-06,75.0
2002-08-07,75.0
2002-08-08,75.0
2002-08-09,75.0
2002-08-10,75.0
2002-08-11,75.0
2002-08-12,75.0
2002-08-13,75.0
2002-08-14,75.0
2002-08-15,75.0
2002-08-16,75.0
2002-08-17,75.0
2002-08-18,75.0
2002-08-19,75.0
2002-08-20,75.0
2002-08-21,75.0
2002-08-22,75.0
2002-08-23,75.0
2002-08-24,75.0
2002-08-25,75.0
2002-08-26,75.0
2002-08-27,75.0
2002-08-28,75.0
2002-08-29,75.0
2002-08-30,75.0
2002-08-31,75.0
2002-09-01,75.0
2002-09-02,75.0
2002-09-03,75.0
2002-09-04,75.0
2002-09-05,75.0
2002-09-06,75.0
2002-09-07,75.0
2002-09-08,75.0
2002-09-09,75.0
2002-09-10,75.0
2002-09-11,75.0
2002-09-12,75.0
2002-09-13,75.0
2002-09-14,75.0
2002-09-15,75.0
2002-09-16,75.0
2002-09-17,75.0
2002-09-18,75.0
2002-09-19,75.0
2002-09-20,75.0
2002-09-21,75.0
2002-09-22,75.0
2002-09-23,75.0
2002-09-24,75.0
2002-09-25,75.0
2002-09-26,75.0
2002-09-27,75.0
2002-09-28,75.0
2002-09-29,75.0
2002-09-30,75.0
2002-10-01,200.0
2002-10-02,200.0
2002-10-03,200.0
2002-10-04,200.0
2002-10-05,200.0
2002-10-06,200.0
2002-10-07,200.0
2002-10-08,200.0
2002-10-09,200.0
2002-10-10,200.0
2002-10-11,200.0
2002-10-12,200.0
2002-10-13,200.0
2002-10-14,200.0
2002-10-15,200.0
2002-10-16,272.02660410000004
2002-10-17,272.02660410000004
2002-10-18,272.02660410000004
2002-10-19,175.0
2002-10-20,175.0
2002-10-21,175.0
2002-10-22,175.0
2002-10-23,175.0
2002-10-24,175.0
2002-10-25,175.0
2002-10-26,175.0
2002-10-27,175.0
2002-10-28,175.0
2002-10-29,175.0
2002-10-30,175.0
2002-10-31,175.0
2002-11-01,175.0
2002-11-02,175.0
2002-11-03,175.0
2002-11-04,175.0
2002-11-05,175.0
2002-11-06,175.0
2002-11-07,175.0
2002-11-08,175.0
2002-11-09,175.0
2002-11-10,175.0
2002-11-11,175.0
2002-11-12,175.0
2002-11-13,175.0
2002-11-14,175.0
2002-11-15,175.0
2002-11-16,175.0
2002-11-17,175.0
2002-11-18,175.0
2002-11-19,175.0
2002-11-20,175.0
2002-11-21,175.0
2002-11-22,175.0
2002-11-23,175.0
2002-11-24,175.0
2002-11-25,175.0
2002-11-26,175.0
2002-11-27,175.0
2002-11-28,175.0
2002-11-29,175.0
2002-11-30,175.0
2002-12-01,175.0
2002-12-02,175.0
2002-12-03,175.0
2002-12-04,175.0
2002-12-05,175.0
2002-12-06,175.0
2002-12-07,175.0
2002-12-08,175.0
2002-12-09,175.0
2002-12-10,175.0
2002-12-11,175.0
2002-12-12,175.0
2002-12-13,175.0
2002-12-14,175.0
2002-12-15,175.0
2002-12-16,175.0
2002-12-17,175.0
2002-12-18,175.0
2002-12-19,175.0
2002-12-20,175.0
2002-12-21,175.0
2002-12-22,175.0
2002-12-23,175.0
2002-12-24,175.0
2002-12-25,175.0
2002-12-26,175.0
2002-12-27,175.0
2002-12-28,175.0
2002-12-29,175.0
2002-12-30,175.0
2002-12-31,175.0
2003-01-01,175.0
2003-01-02,175.0
2003-01-03,175.0
2003-01-04,175.0
2003-01-05,175.0
2003-01-06,175.0
2003-01-07,175.0
2003-01-08,175.0
2003-01-09,175.0
2003-01-10,175.0
2003-01-11,175.0
2003-01-12,175.0
2003-01-13,175.0
2003-01-14,175.0
2003-01-15,175.0
2003-01-16,175.0
2003-01-17,175.0
2003-01-18,175.0
2003-01-19,175.0
2003-01-20,175.0
2003-01-21,175.0
2003-01-22,175.0
2003-01-23,175.0
2003-01-24,175.0
2003-01-25,175.0
2003-01-26,175.0
2003-01-27,175.0
2003-01-28,175.0
2003-01-29,175.0
2003-01-30,175.0
2003-01-31,175.0
2003-02-01,1509.0
2003-02-02,1954.0
2003-02-03,1387.0
2003-02-04,979.0
2003-02-05,731.0
2003-02-06,1381.0
2003-02-07,632.0
2003-02-08,712.0
2003-02-09,881.0
2003-02-10,238.0
2003-02-11,1144.0
2003-02-12,504.0
2003-02-13,2014.0
2003-02-14,2084.0
2003-02-15,1239.0
2003-02-16,2172.0
2003-02-17,1326.0
2003-02-18,409.0
2003-02-19,1320.0
2003-02-20,1037.0
2003-02-21,898.0
2003-02-22,1278.0
2003-02-23,1092.0
2003-02-24,1449.0
2003-02-25,1322.0
2003-02-26,1630.0
2003-02-27,725.0
2003-02-28,721.0
2003-03-01,1033.0
2003-03-02,1039.0
2003-03-03,848.0
2003-03-04,1227.0
2003-03-05,895.0
2003-03-06,660.0
2003-03-07,1150.0
2003-03-08,1046.0
2003-03-09,1101.0
2003-03-10,970.0
2003-03-11,1056.0
2003-03-12,1547.0
2003-03-13,2941.0
2003-03-14,2467.0
2003-03-15,6294.0
2003-03-16,3711.0
2003-03-17,1811.0
2003-03-18,2049.0
2003-03-19,1628.0
2003-03-20,2185.0
2003-03-21,1370.0
2003-03-22,2244.0
2003-03-23,3127.0
2003-03-24,2560.0
2003-03-25,2404.0
2003-03-26,3538.0
2003-03-27,3170.0
2003-03-28,2746.0
2003-03-29,2448.0
2003-03-30,2946.0
2003-03-31,3452.0
2003-04-01,3244.0
2003-04-02,3240.0
2003-04-03,2858.0
2003-04-04,2822.0
2003-04-05,2206.0
2003-04-06,2073.0
2003-04-07,1938.0
2003-04-08,2702.0
2003-04-09,3284.0
2003-04-10,3806.0
2003-04-11,3286.0
2003-04-12,4622.0
2003-04-13,9870.0
2003-04-14,6510.0
2003-04-15,4390.0
2003-04-16,3642.0
2003-04-17,3599.0
2003-04-18,3576.0
2003-04-19,2973.0
2003-04-20,3538.0
2003-04-21,3264.0
2003-04-22,2790.0
2003-04-23,2896.0
2003-04-24,4076.0
2003-04-25,3967.0
2003-04-26,3932.0
2003-04-27,3781.0
2003-04-28,4328.0
2003-04-29,3211.0
2003-04-30,2989.0
2003-05-01,2972.0
2003-05-02,3617.0
2003-05-03,4629.0
2003-05-04,6370.0
2003-05-05,4341.0
2003-05-06,4065.0
2003-05-07,3622.0
2003-05-08,4590.0
2003-05-09,3306.0
2003-05-10,3276.0
2003-05-11,3948.0
2003-05-12,4366.0
2003-05-13,6754.0
2003-05-14,7704.0
2003-05-15,7652.0
2003-05-16,8191.0
2003-05-17,7456.0
2003-05-18,8436.0
2003-05-19,8474.0
2003-05-20,9280.0
2003-05-21,10669.0
2003-05-22,12158.0
2003-05-23,14082.0
2003-05-24,10468.0
2003-05-25,16983.0
2003-05-26,12066.0
2003-05-27,13152.0
2003-05-28,15701.0
2003-05-29,16889.0
2003-05-30,15545.0
2003-05-31,12881.0
2003-06-01,12182.0
2003-06-02,13411.0
2003-06-03,11870.0
2003-06-04,11119.0
2003-06-05,10377.0
2003-06-06,11624.0
2003-06-07,8832.0
2003-06-08,9152.0
2003-06-09,8802.0
2003-06-10,6427.0
2003-06-11,6717.0
2003-06-12,8282.0
2003-06-13,6732.0
2003-06-14,5756.0
2003-06-15,5856.0
2003-06-16,6178.0
2003-06-17,5274.0
2003-06-18,5314.0
2003-06-19,4822.0
2003-06-20,3862.0
2003-06-21,3872.0
2003-06-22,3325.0
2003-06-23,2411.0
2003-06-24,2824.0
2003-06-25,1942.0
2003-06-26,2275.0
2003-06-27,2411.0
2003-06-28,2200.0
2003-06-29,2011.0
2003-06-30,2487.0
2003-07-01,75.0
2003-07-02,75.0
2003-07-03,75.0
2003-07-04,75.0
2003-07-05,75.0
2003-07-06,75.0
2003-07-07,75.0
2003-07-08,75.0
2003-07-09,75.0
2003-07-10,75.0
2003-07-11,75.0
2003-07-12,75.0
2003-07-13,75.0
2003-07-14,75.0
2003-07-15,75.0
2003-07-16,75.0
2003-07-17,75.0
2003-07-18,75.0
2003-07-19,75.0
2003-07-20,75.0
2003-07-21,75.0
2003-07-22,75.0
2003-07-23,75.0
2003-07-24,75.0
2003-07-25,75.0
2003-07-26,75.0
2003-07-27,75.0
2003-07-28,75.0
2003-07-29,75.0
2003-07-30,75.0
2003-07-31,75.0
2003-08-01,75.0
2003-08-02,75.0
2003-08-03,75.0
2003-08-04,75.0
2003-08-05,75.0
2003-08-06,75.0
2003-08-07,75.0
2003-08-08,75.0
2003-08-09,75.0
2003-08-10,75.0
2003-08-11,75.0
2003-08-12,75.0
2003-08-13,75.0
2003-08-14,75.0
2003-08-15,75.0
2003-08-16,75.0
2003-08-17,75.0
2003-08-18,75.0
2003-08-19,75.0
2003-08-20,75.0
2003-08-21,75.0
2003-08-22,75.0
2003-08-23,75.0
2003-08-24,75.0
2003-08-25,75.0
2003-08-26,75.0
2003-08-27,75.0
2003-08-28,75.0
2003-08-29,75.0
2003-08-30,75.0
2003-08-31,75.0
2003-09-01,75.0
2003-09-02,75.0
2003-09-03,75.0
2003-09-04,75.0
2003-09-05,75.0
2003-09-06,75.0
2003-09-07,75.0
2003-09-08,75.0
2003-09-09,75.0
2003-09-10,75.0
2003-09-11,75.0
2003-09-12,75.0
2003-09-13,75.0
2003-09-14,75.0
2003-09-15,75.0
2003-09-16,75.0
2003-09-17,75.0
2003-09-18,75.0
2003-09-19,75.0
2003-09-20,75.0
2003-09-21,75.0
2003-09-22,75.0
2003-09-23,75.0
2003-09-24,75.0
2003-09-25,75.0
2003-09-26,75.0
2003-09-27,75.0
2003-09-28,75.0
2003-09-29,75.0
2003-09-30,75.0
2003-10-01,150.0
2003-10-02,150.0
2003-10-03,150.0
2003-10-04,150.0
2003-10-05,150.0
2003-10-06,150.0
2003-10-07,150.0
2003-10-08,150.0
2003-10-09,150.0
2003-10-10,150.0
2003-10-11,150.0
2003-10-12,150.0
2003-10-13,150.0
2003-10-14,150.0
2003-10-15,150.0
2003-10-16,150.0
2003-10-17,150.0
2003-10-18,150.0
2003-10-19,150.0
2003-10-20,150.0
2003-10-21,150.0
2003-10-22,150.0
2003-10-23,150.0
2003-10-24,150.0
2003-10-25,150.0
2003-10-26,150.0
2003-10-27,150.0
2003-10-28,150.0
2003-10-29,150.0
2003-10-30,150.0
2003-10-31,150.0
2003-11-01,150.0
2003-11-02,150.0
2003-11-03,150.0
2003-11-04,150.0
2003-11-05,150.0
2003-11-06,150.0
2003-11-07,150.0
2003-11-08,150.0
2003-11-09,150.0
2003-11-10,150.0
2003-11-11,150.0
2003-11-12,150.0
2003-11-13,150.0
2003-11-14,150.0
2003-11-15,150.0
2003-11-16,150.0
2003-11-17,150.0
2003-11-18,150.0
2003-11-19,150.0
2003-11-20,150.0
2003-11-21,150.0
2003-11-22,150.0
2003-11-23,150.0
2003-11-24,150.0
2003-11-25,150.0
2003-11-26,150.0
2003-11-27,150.0
2003-11-28,150.0
2003-11-29,150.0
2003-11-30,150.0
2003-12-01,150.0
2003-12-02,150.0
2003-12-03,150.0
2003-12-04,150.0
2003-12-05,150.0
2003-12-06,150.0
2003-12-07,150.0
2003-12-08,150.0
2003-12-09,150.0
2003-12-10,150.0
2003-12-11,150.0
2003-12-12,150.0
2003-12-13,150.0
2003-12-14,150.0
2003-12-15,150.0
2003-12-16,150.0
2003-12-17,150.0
2003-12-18,150.0
2003-12-19,150.0
2003-12-20,150.0
2003-12-21,150.0
2003-12-22,150.0
2003-12-23,150.0
2003-12-24,150.0
2003-12-25,150.0
2003-12-26,150.0
2003-12-27,150.0
2003-12-28,150.0
2003-12-29,150.0
2003-12-30,150.0
2003-12-31,150.0
2004-01-01,150.0
2004-01-02,150.0
2004-01-03,150.0
2004-01-04,150.0
2004-01-05,150.0
2004-01-06,150.0
2004-01-07,150.0
2004-01-08,150.0
2004-01-09,150.0
2004-01-10,150.0
2004-01-11,150.0
2004-01-12,150.0
2004-01-13,150.0
2004-01-14,150.0
2004-01-15,150.0
2004-01-16,150.0
2004-01-17,150.0
2004-01-18,150.0
2004-01-19,150.0
2004-01-20,150.0
2004-01-21,150.0
2004-01-22,150.0
2004-01-23,150.0
2004-01-24,150.0
2004-01-25,150.0
2004-01-26,150.0
2004-01-27,150.0
2004-01-28,150.0
2004-01-29,150.0
2004-01-30,150.0
2004-01-31,150.0
2004-02-01,883.0
2004-02-02,200.0
2004-02-03,1708.0
2004-02-04,1046.0
2004-02-05,1042.0
2004-02-06,530.0
2004-02-07,1250.0
2004-02-08,985.0
2004-02-09,1057.0
2004-02-10,272.0
2004-02-11,936.0
2004-02-12,734.0
2004-02-13,906.0
2004-02-14,1065.0
2004-02-15,490.0
2004-02-16,2324.0
2004-02-17,3219.0
2004-02-18,4272.0
2004-02-19,2837.0
2004-02-20,2291.0
2004-02-21,1618.0
2004-02-22,1623.0
2004-02-23,1833.0
2004-02-24,1394.0
2004-02-25,4409.0
2004-02-26,6711.0
2004-02-27,4124.0
2004-02-28,2981.0
2004-02-29,2074.0
2004-03-01,2508.0
2004-03-02,1652.0
2004-03-03,2271.0
2004-03-04,1616.0
2004-03-05,2297.0
2004-03-06,1750.0
2004-03-07,2321.0
2004-03-08,2931.0
2004-03-09,3283.0
2004-03-10,1663.0
2004-03-11,3792.0
2004-03-12,5542.0
2004-03-13,3873.0
2004-03-14,4154.0
2004-03-15,5101.0
2004-03-16,5023.0
2004-03-17,4842.0
2004-03-18,5340.0
2004-03-19,5717.0
2004-03-20,5929.0
2004-03-21,6662.0
2004-03-22,6565.0
2004-03-23,7076.0
2004-03-24,5839.0
2004-03-25,6107.0
2004-03-26,4970.0
2004-03-27,3772.0
2004-03-28,3724.0
2004-03-29,4516.0
2004-03-30,4321.0
2004-03-31,4569.0
2004-04-01,4413.0
2004-04-02,3806.0
2004-04-03,3859.0
2004-04-04,4927.0
2004-04-05,5412.0
2004-04-06,6172.0
2004-04-07,5210.0
2004-04-08,5228.0
2004-04-09,5819.0
2004-04-10,5556.0
2004-04-11,4986.0
2004-04-12,5401.0
2004-04-13,5694.0
